age,gender,employment_status,occupation,monthly_income,existing_emi,loan_amount,loan_tenure,credit_score,marital_status,dependents,education,residential_status,eligible
40,Male,Student,Other,500.0,128.02,69949.29,48,775,Widowed,1,Bachelor,Rented,0
44,Male,Employed,Engineer,3191.01,381.16,115216.3,84,794,Single,0,Other,Mortgaged,1
25,Male,Employed,Manager,3939.85,357.4,83717.46,60,797,Single,2,High School,Owned,1
54,Female,Employed,Engineer,5544.93,1323.64,82262.93,36,558,Married,4,Other,Rented,1
26,Male,Employed,Teacher,3987.14,401.65,42708.83,180,805,Single,4,Bachelor,Rented,1
22,Male,Employed,Manager,3172.84,3.02,109730.51,180,655,Single,1,Bachelor,Parental,1
33,Male,Student,Teacher,1715.87,493.95,170633.83,120,844,Single,0,Bachelor,Owned,1
63,Female,Self-Employed,Farmer,6239.12,1108.3,14649.58,36,729,Single,0,High School,Parental,1
63,Male,Self-Employed,Sales,4958.28,1219.02,178399.19,12,700,Single,2,PhD,Mortgaged,0
68,Female,Employed,Doctor,7702.7,1907.11,134767.23,60,680,Widowed,0,Bachelor,Mortgaged,1
31,Female,Self-Employed,Accountant,6113.77,121.81,125263.93,12,678,Single,0,High School,Mortgaged,1
67,Male,Self-Employed,Other,3268.86,167.56,127050.55,84,625,Married,3,High School,Rented,1
43,Female,Employed,Accountant,5948.24,555.19,62772.62,120,594,Divorced,1,High School,Owned,1
36,Male,Self-Employed,Farmer,3862.55,371.62,85953.18,60,650,Married,0,Bachelor,Owned,1
51,Female,Employed,Sales,6593.15,1303.04,160861.55,48,775,Married,2,Bachelor,Mortgaged,1
31,Female,Unemployed,Engineer,500.0,93.47,64744.3,24,568,Married,4,Bachelor,Mortgaged,0
36,Female,Employed,Clerk,3816.96,566.35,96653.94,60,787,Married,0,Bachelor,Owned,1
28,Male,Retired,Teacher,5060.11,320.71,8828.29,240,691,Divorced,0,Bachelor,Rented,1
24,Male,Employed,Farmer,5476.69,627.6,148043.88,48,742,Married,4,Bachelor,Rented,1
60,Male,Unemployed,Teacher,500.0,81.54,86451.92,24,746,Divorced,3,High School,Owned,0
24,Male,Self-Employed,Engineer,3251.91,456.55,107444.96,84,754,Married,1,Bachelor,Rented,1
45,Male,Unemployed,Sales,500.0,19.09,27364.42,180,681,Single,3,High School,Owned,0
23,Male,Employed,Doctor,3497.38,681.48,198384.27,24,684,Divorced,2,PhD,Owned,0
52,Male,Employed,Accountant,4283.73,93.88,63981.23,240,751,Married,0,Master,Rented,1
23,Male,Unemployed,Engineer,1059.53,120.21,128822.98,120,596,Divorced,3,Other,Rented,0
47,Female,Employed,Other,5096.09,1085.51,118341.09,24,584,Single,1,Bachelor,Owned,0
49,Male,Employed,Manager,4342.67,26.09,158092.98,60,642,Married,2,Master,Rented,1
52,Male,Self-Employed,Farmer,6243.26,1067.57,62298.21,60,703,Divorced,3,Bachelor,Owned,1
39,Male,Employed,Accountant,1984.05,199.11,152405.83,120,833,Single,0,Bachelor,Owned,1
41,Male,Employed,Other,5459.2,14.46,79587.84,60,683,Divorced,1,Diploma,Owned,1
25,Female,Employed,Doctor,4785.86,273.34,85176.39,84,840,Widowed,0,Master,Owned,1
38,Male,Employed,Other,3544.73,1000.62,136178.94,240,721,Divorced,0,PhD,Owned,1
48,Female,Unemployed,Sales,1046.68,163.64,157935.73,36,643,Married,2,Diploma,Mortgaged,0
62,Female,Self-Employed,Manager,3670.38,1098.06,135038.99,36,771,Married,1,Diploma,Rented,1
42,Female,Unemployed,Teacher,2370.61,373.24,180476.51,180,660,Divorced,4,Bachelor,Owned,1
41,Female,Retired,Accountant,4302.1,702.02,60606.01,84,700,Married,0,Other,Owned,1
26,Female,Employed,Manager,7859.2,923.87,180620.26,36,573,Married,1,Master,Owned,1
21,Other,Employed,Clerk,4275.02,397.63,30518.39,24,559,Widowed,0,Bachelor,Mortgaged,0
25,Female,Employed,Engineer,7094.83,535.4,133608.41,24,724,Married,3,Bachelor,Rented,1
61,Female,Employed,Clerk,3251.22,334.96,111787.98,24,768,Widowed,3,Bachelor,Owned,1
32,Female,Retired,Engineer,2834.05,390.97,101454.01,60,835,Single,1,Master,Rented,0
46,Female,Employed,Sales,4302.13,247.79,65627.85,60,615,Single,2,Master,Rented,1
66,Female,Employed,Manager,5903.67,398.28,103227.89,12,797,Married,4,Bachelor,Owned,1
54,Male,Employed,Doctor,5867.41,477.98,36545.8,24,785,Married,3,Bachelor,Rented,1
69,Male,Self-Employed,Other,2649.07,357.04,77017.58,24,640,Married,2,PhD,Rented,0
34,Male,Self-Employed,Manager,4987.29,976.73,24242.78,48,791,Single,4,Bachelor,Owned,1
46,Male,Employed,Clerk,4429.27,1137.63,116510.09,120,755,Widowed,3,Other,Rented,1
65,Male,Retired,Farmer,1774.8,152.88,23674.74,36,771,Single,4,Bachelor,Mortgaged,0
47,Male,Employed,Engineer,4982.33,274.62,36267.21,60,853,Married,0,Master,Rented,1
29,Female,Employed,Farmer,2784.73,316.5,21666.03,240,768,Single,1,Master,Rented,1
46,Male,Student,Accountant,2396.96,643.14,79355.57,60,509,Married,3,Bachelor,Rented,0
67,Female,Employed,Farmer,4916.57,14.54,169181.9,240,705,Single,3,Other,Rented,1
42,Male,Student,Manager,949.38,193.07,181844.8,12,554,Single,0,High School,Mortgaged,0
67,Male,Retired,Other,2869.25,410.73,19018.44,240,692,Married,3,Master,Rented,1
50,Female,Self-Employed,Accountant,6470.28,312.6,128737.28,60,687,Single,3,Other,Owned,1
63,Female,Unemployed,Doctor,2778.32,267.57,138455.16,180,633,Single,3,Bachelor,Rented,1
68,Male,Employed,Doctor,7026.14,474.16,109085.14,60,597,Married,3,Bachelor,Rented,0
37,Female,Retired,Sales,2872.44,756.46,135062.05,84,637,Single,3,Bachelor,Rented,0
46,Female,Employed,Other,3326.56,480.89,50569.69,180,653,Married,2,Master,Mortgaged,1
56,Male,Self-Employed,Teacher,3976.03,671.66,100480.62,24,669,Single,3,Master,Mortgaged,1
21,Male,Student,Farmer,1471.6,262.1,81220.79,36,688,Single,0,Bachelor,Owned,0
28,Other,Retired,Accountant,4218.92,809.55,22493.05,240,726,Married,3,Master,Parental,1
69,Female,Unemployed,Manager,966.77,143.73,126983.51,60,654,Single,4,Bachelor,Rented,0
55,Female,Employed,Manager,3460.26,18.55,101566.96,60,782,Divorced,4,Diploma,Mortgaged,1
35,Female,Retired,Teacher,2196.88,220.6,58658.94,240,676,Divorced,0,Bachelor,Mortgaged,1
67,Male,Self-Employed,Sales,3060.8,168.84,97368.63,36,753,Single,2,Bachelor,Rented,1
42,Male,Retired,Teacher,3808.58,777.11,156183.11,48,655,Widowed,0,Diploma,Rented,0
34,Male,Self-Employed,Engineer,4845.4,82.43,161323.26,120,899,Single,2,Bachelor,Parental,1
46,Female,Employed,Clerk,6041.95,1021.94,131657.6,24,717,Single,1,Bachelor,Owned,1
48,Female,Employed,Accountant,5451.55,344.48,96210.83,180,810,Single,4,Master,Owned,1
43,Female,Self-Employed,Clerk,911.2,259.38,117271.18,60,624,Married,4,High School,Rented,0
34,Male,Unemployed,Teacher,500.0,50.33,80078.0,12,644,Married,4,Bachelor,Mortgaged,0
44,Male,Employed,Sales,4789.72,467.32,29678.49,36,659,Single,2,Bachelor,Parental,1
22,Male,Self-Employed,Sales,4147.12,1148.82,80196.02,240,877,Married,0,PhD,Owned,1
65,Female,Employed,Doctor,6880.5,861.47,108414.89,60,662,Married,2,Master,Mortgaged,1
46,Female,Unemployed,Doctor,616.69,178.14,121772.63,180,614,Married,4,Master,Owned,0
34,Male,Employed,Accountant,3536.08,25.64,187481.19,12,784,Married,4,PhD,Parental,1
27,Female,Employed,Accountant,5993.25,550.8,156580.02,120,684,Divorced,4,Bachelor,Rented,1
23,Male,Employed,Accountant,4974.12,994.12,34638.55,120,662,Single,4,Bachelor,Owned,1
67,Female,Employed,Manager,4396.92,1175.11,38965.53,180,631,Single,1,Master,Owned,1
43,Male,Employed,Doctor,2578.1,198.31,24596.48,36,719,Married,4,Master,Owned,1
66,Female,Employed,Manager,5127.78,1431.39,148945.44,12,765,Married,2,Bachelor,Owned,1
63,Male,Employed,Clerk,5343.23,952.36,142693.84,240,743,Married,4,Master,Mortgaged,1
67,Female,Retired,Teacher,1505.78,361.84,197340.77,12,641,Single,3,Master,Owned,0
65,Male,Student,Farmer,2116.54,252.21,106794.57,84,600,Married,1,Other,Parental,0
38,Male,Employed,Doctor,5982.2,380.79,166150.91,240,358,Married,4,Other,Rented,1
58,Male,Retired,Farmer,3073.37,840.17,117405.77,24,604,Married,3,Bachelor,Rented,0
55,Male,Employed,Sales,5017.58,1404.63,175446.91,48,650,Single,2,Bachelor,Owned,1
35,Male,Self-Employed,Doctor,5419.06,808.92,145599.1,24,675,Married,1,High School,Mortgaged,1
45,Female,Self-Employed,Clerk,4551.3,8.87,130362.38,48,658,Married,4,Diploma,Rented,1
57,Male,Employed,Doctor,3946.62,129.98,115198.92,24,900,Married,2,Master,Mortgaged,1
48,Female,Employed,Manager,4703.53,808.58,145979.25,12,719,Divorced,3,Bachelor,Parental,0
30,Female,Employed,Teacher,5835.27,41.62,86832.5,36,580,Married,1,Bachelor,Owned,1
59,Female,Employed,Other,1951.52,232.37,23832.43,180,732,Single,4,Bachelor,Owned,1
37,Male,Self-Employed,Teacher,2602.71,236.88,12797.3,60,711,Married,2,Master,Mortgaged,1
59,Male,Employed,Teacher,6023.21,1290.8,98409.63,48,596,Married,1,Diploma,Mortgaged,0
42,Female,Employed,Sales,6813.32,113.6,121861.86,60,703,Married,3,Bachelor,Rented,1
46,Female,Employed,Clerk,6531.57,957.66,20375.56,84,722,Married,4,Bachelor,Rented,1
64,Male,Employed,Farmer,6339.94,1101.46,60946.19,84,761,Single,1,Bachelor,Rented,1
45,Male,Employed,Clerk,5194.62,961.98,67796.28,60,537,Married,3,Other,Rented,1
37,Male,Employed,Other,3456.64,420.15,114745.13,84,731,Married,3,Master,Owned,1
33,Other,Student,Sales,705.06,64.38,59304.08,240,792,Widowed,2,Bachelor,Rented,0
40,Male,Employed,Teacher,2010.1,411.56,23651.48,60,831,Married,3,Master,Owned,1
45,Male,Employed,Manager,6950.98,1767.43,37147.06,84,581,Married,3,Bachelor,Rented,1
24,Female,Self-Employed,Sales,2774.33,577.3,38919.82,48,668,Married,0,Master,Parental,1
30,Male,Employed,Accountant,4199.98,1174.44,169325.51,36,676,Married,3,Diploma,Mortgaged,1
23,Male,Self-Employed,Doctor,5587.93,1202.41,60442.34,84,734,Married,4,Master,Parental,1
61,Female,Self-Employed,Clerk,1578.06,361.98,144364.89,60,666,Married,1,Bachelor,Mortgaged,0
65,Female,Employed,Sales,3215.9,161.99,115728.56,48,622,Widowed,4,High School,Rented,1
38,Male,Employed,Accountant,5401.96,679.9,195522.56,60,697,Married,4,Bachelor,Mortgaged,1
67,Male,Employed,Farmer,5780.57,841.17,58200.42,120,652,Single,2,Bachelor,Parental,1
56,Male,Employed,Other,4892.45,376.17,35882.74,12,724,Married,0,Master,Parental,1
67,Male,Employed,Other,4941.38,783.51,15147.38,12,615,Single,0,High School,Rented,1
42,Female,Employed,Teacher,6902.57,602.16,51987.13,12,598,Single,4,Bachelor,Owned,0
54,Male,Employed,Teacher,5954.48,1228.11,138393.82,24,785,Married,1,Master,Owned,1
67,Male,Employed,Sales,5751.75,811.5,21625.35,240,861,Married,0,Bachelor,Owned,1
28,Male,Self-Employed,Sales,5163.47,710.71,52716.86,60,825,Married,0,Master,Parental,1
60,Female,Self-Employed,Doctor,3549.11,1047.32,171785.13,240,674,Single,4,Diploma,Rented,1
69,Female,Employed,Engineer,8259.75,972.45,118675.83,60,764,Married,0,Bachelor,Mortgaged,1
64,Female,Employed,Farmer,1538.7,167.24,18556.7,120,625,Married,2,PhD,Rented,1
39,Male,Student,Teacher,3186.88,304.61,14298.21,84,720,Divorced,4,Bachelor,Rented,1
62,Female,Self-Employed,Engineer,5353.16,1436.92,16918.96,24,633,Married,0,Bachelor,Owned,1
61,Female,Student,Engineer,1372.43,204.52,188665.63,36,780,Married,0,Master,Owned,1
57,Male,Employed,Doctor,5120.04,921.63,170724.93,60,769,Single,0,Bachelor,Rented,1
26,Male,Self-Employed,Manager,3766.67,204.33,169763.31,48,846,Married,4,Master,Rented,1
46,Male,Employed,Manager,6655.17,1080.02,185222.27,84,661,Married,1,PhD,Owned,1
54,Male,Employed,Teacher,4940.2,407.05,103524.8,180,806,Divorced,3,High School,Mortgaged,1
65,Male,Employed,Accountant,3908.17,856.64,53232.21,180,720,Single,0,Master,Rented,1
26,Male,Employed,Doctor,6352.97,1586.71,83262.86,36,686,Married,3,Diploma,Mortgaged,1
57,Male,Employed,Doctor,7377.15,1581.98,145178.49,48,706,Married,3,Bachelor,Owned,1
53,Female,Employed,Clerk,2109.25,462.08,175826.41,12,815,Single,0,Master,Rented,1
42,Male,Unemployed,Engineer,4035.64,620.45,89842.73,24,669,Married,0,Master,Owned,0
41,Female,Student,Clerk,500.0,106.82,109399.29,240,673,Divorced,3,Master,Mortgaged,0
26,Female,Employed,Engineer,3559.55,451.37,186697.68,24,514,Married,1,PhD,Rented,0
26,Female,Employed,Manager,3132.67,612.27,25962.23,84,668,Widowed,3,Bachelor,Rented,1
68,Female,Employed,Teacher,5001.27,388.66,173148.35,120,701,Single,1,Bachelor,Parental,1
24,Male,Self-Employed,Farmer,2080.42,43.54,36064.96,84,619,Married,2,Bachelor,Owned,1
50,Female,Employed,Manager,3262.61,404.7,99352.96,180,599,Married,1,Bachelor,Owned,1
31,Male,Retired,Doctor,1967.17,272.52,47592.51,240,531,Married,4,Bachelor,Mortgaged,1
50,Male,Employed,Farmer,5207.68,400.59,122574.79,180,633,Widowed,0,Master,Rented,1
51,Female,Employed,Sales,5352.28,1168.47,113921.82,60,793,Single,2,Bachelor,Owned,1
44,Male,Self-Employed,Farmer,5861.8,129.34,79101.44,180,561,Divorced,3,Master,Rented,1
29,Male,Unemployed,Farmer,2327.22,155.52,173344.19,240,743,Married,1,Master,Owned,1
23,Female,Employed,Manager,6536.92,1467.99,133663.6,180,750,Single,2,High School,Owned,1
51,Female,Employed,Doctor,4607.57,604.22,145635.0,24,876,Divorced,4,Bachelor,Rented,1
60,Female,Retired,Farmer,500.0,105.79,34378.65,24,763,Married,1,Bachelor,Mortgaged,0
57,Male,Employed,Manager,2205.03,375.4,177217.31,36,756,Married,3,Bachelor,Rented,1
56,Female,Student,Manager,2526.59,720.62,37572.83,120,709,Married,3,Master,Rented,1
44,Male,Employed,Farmer,6265.63,1123.67,48443.07,240,680,Divorced,1,Bachelor,Mortgaged,1
51,Female,Unemployed,Engineer,500.0,2.23,29970.75,180,748,Married,4,Master,Rented,1
26,Female,Self-Employed,Doctor,1838.9,194.67,90870.05,240,779,Single,0,Master,Mortgaged,1
22,Female,Employed,Other,3429.27,147.18,178103.3,84,693,Married,0,Bachelor,Mortgaged,1
40,Female,Student,Farmer,1262.04,350.08,54227.27,12,783,Single,3,Master,Owned,1
48,Male,Employed,Clerk,5264.84,164.28,77881.92,48,900,Married,4,High School,Rented,1
31,Female,Employed,Clerk,6563.8,763.45,169982.95,84,685,Single,3,High School,Parental,1
24,Female,Self-Employed,Sales,3324.47,225.5,125473.98,84,687,Single,0,High School,Parental,1
35,Male,Employed,Doctor,4633.95,1177.1,151565.2,180,672,Single,3,Bachelor,Owned,1
26,Female,Self-Employed,Manager,5687.98,526.54,46730.01,12,690,Married,1,Diploma,Owned,1
69,Male,Employed,Teacher,1812.36,539.3,144715.52,24,777,Married,1,Other,Owned,1
50,Female,Employed,Accountant,5476.18,63.44,49384.06,24,686,Married,4,Bachelor,Rented,1
58,Female,Employed,Doctor,4498.66,173.12,197526.23,84,695,Single,0,Bachelor,Rented,1
22,Female,Employed,Doctor,6069.14,409.01,114177.8,120,660,Married,4,Bachelor,Rented,1
35,Male,Employed,Farmer,5768.91,1403.76,140649.66,24,719,Married,4,Bachelor,Mortgaged,0
31,Female,Unemployed,Farmer,500.0,131.78,28088.31,60,639,Married,0,Bachelor,Rented,0
28,Female,Student,Manager,500.0,10.72,53877.92,84,581,Divorced,2,Bachelor,Mortgaged,0
46,Female,Unemployed,Sales,500.0,4.87,32249.43,48,715,Married,2,Bachelor,Owned,0
65,Male,Employed,Farmer,6124.99,1368.12,81083.29,12,838,Married,3,Bachelor,Owned,1
64,Male,Employed,Accountant,5359.66,214.42,60406.49,36,656,Single,2,Bachelor,Rented,1
25,Female,Employed,Accountant,7097.77,283.2,147919.84,240,596,Single,1,Master,Owned,1
26,Male,Employed,Sales,4400.9,29.53,26198.25,84,833,Divorced,4,High School,Rented,1
46,Female,Employed,Engineer,6371.5,95.21,151651.58,24,683,Married,3,Master,Mortgaged,0
24,Female,Employed,Engineer,3395.11,268.56,13912.44,240,755,Single,4,Bachelor,Owned,1
39,Female,Employed,Doctor,942.82,18.39,44393.48,48,621,Married,0,Bachelor,Mortgaged,0
40,Female,Retired,Farmer,2858.23,316.3,159433.17,180,680,Married,2,Bachelor,Rented,1
53,Male,Employed,Clerk,4149.98,1036.8,149841.45,120,792,Married,0,Bachelor,Owned,1
40,Male,Employed,Other,3423.77,335.17,97883.59,36,690,Divorced,3,Diploma,Rented,0
69,Male,Employed,Sales,6347.16,1385.9,14746.63,180,691,Single,1,Other,Mortgaged,1
32,Male,Employed,Doctor,6812.37,191.92,123929.28,48,560,Married,2,Bachelor,Rented,1
67,Male,Student,Clerk,1158.13,229.09,84311.2,24,742,Single,0,Other,Rented,0
21,Female,Employed,Farmer,4726.22,449.11,66722.99,60,617,Married,2,Bachelor,Parental,1
46,Female,Employed,Clerk,5094.06,1145.79,129880.07,12,769,Single,4,Diploma,Mortgaged,1
34,Female,Employed,Clerk,4020.61,164.34,90139.84,180,696,Divorced,1,Bachelor,Owned,1
58,Female,Employed,Sales,5843.89,1574.14,23022.11,180,703,Married,2,High School,Mortgaged,1
57,Other,Employed,Doctor,2690.94,195.83,183610.34,36,741,Married,1,PhD,Rented,1
31,Female,Unemployed,Manager,500.0,52.97,156806.15,12,710,Single,4,Master,Mortgaged,0
56,Female,Unemployed,Accountant,500.0,142.53,15993.75,48,817,Single,4,Master,Rented,0
33,Female,Unemployed,Doctor,1312.03,227.7,107387.45,240,804,Single,0,Bachelor,Owned,1
63,Male,Employed,Other,4546.27,498.87,21258.62,240,582,Married,3,Bachelor,Rented,1
23,Male,Unemployed,Clerk,2540.59,723.76,168271.52,12,666,Married,0,Other,Rented,0
53,Male,Employed,Manager,6204.96,612.57,124537.72,120,746,Married,1,Bachelor,Rented,1
26,Female,Employed,Sales,3798.36,108.11,38627.58,84,604,Single,0,Master,Mortgaged,1
30,Female,Self-Employed,Teacher,4950.2,1480.38,9044.56,120,554,Single,2,Bachelor,Mortgaged,1
25,Male,Employed,Accountant,4387.69,352.57,11158.3,120,619,Single,0,Other,Rented,1
43,Male,Employed,Teacher,5709.77,1458.15,103936.27,180,670,Married,3,Master,Rented,1
30,Female,Self-Employed,Farmer,5277.66,262.1,148202.83,180,354,Married,3,Other,Rented,1
64,Male,Employed,Teacher,6672.07,1463.89,28563.89,24,590,Married,1,Bachelor,Rented,1
22,Male,Self-Employed,Clerk,4303.03,677.02,48150.39,48,537,Married,4,Diploma,Parental,1
33,Female,Employed,Clerk,7400.19,2177.67,68815.69,48,771,Single,3,Bachelor,Rented,1
60,Male,Student,Clerk,1661.97,275.64,47524.97,180,754,Single,1,Master,Owned,1
22,Male,Retired,Clerk,3202.58,24.03,81310.63,36,702,Married,3,Master,Rented,1
40,Female,Student,Doctor,546.23,98.96,114124.93,36,688,Married,3,High School,Rented,0
21,Female,Employed,Teacher,4053.04,176.69,138562.67,24,723,Married,4,Bachelor,Rented,0
57,Female,Employed,Other,5629.83,1348.69,192936.16,12,600,Single,2,Diploma,Rented,0
29,Male,Employed,Teacher,5151.14,1323.69,186514.52,180,780,Single,1,Master,Owned,1
37,Male,Employed,Doctor,5391.24,779.72,116174.76,240,687,Single,3,Diploma,Owned,1
29,Male,Employed,Other,5721.12,1344.27,148159.26,240,753,Single,3,Bachelor,Rented,1
31,Female,Self-Employed,Other,4384.9,190.89,190420.08,180,750,Single,0,Bachelor,Rented,1
35,Female,Employed,Accountant,8019.94,1183.93,21277.03,60,722,Married,2,Bachelor,Owned,1
44,Male,Retired,Other,2208.05,260.95,6098.78,12,705,Single,4,PhD,Mortgaged,1
58,Female,Employed,Teacher,5648.44,1035.9,10810.95,240,699,Single,1,Diploma,Rented,1
55,Male,Employed,Clerk,4658.46,62.16,114853.13,84,674,Divorced,3,High School,Parental,1
50,Male,Employed,Clerk,1307.79,295.09,153752.52,120,718,Married,1,High School,Owned,1
51,Male,Student,Farmer,709.79,16.85,76579.62,180,696,Divorced,4,Bachelor,Owned,1
69,Male,Unemployed,Accountant,500.0,98.47,111321.64,60,641,Single,2,Bachelor,Rented,0
25,Female,Unemployed,Teacher,500.0,2.77,105691.43,84,728,Married,0,Bachelor,Owned,0
64,Male,Student,Teacher,960.4,239.68,23480.32,120,702,Single,2,Bachelor,Parental,1
34,Male,Employed,Sales,5578.04,292.34,67709.71,120,776,Married,0,High School,Owned,1
31,Female,Employed,Engineer,4204.73,650.26,8789.86,24,535,Single,1,Master,Rented,1
29,Male,Employed,Teacher,4392.36,344.57,26587.61,12,682,Single,2,Master,Parental,1
54,Female,Self-Employed,Manager,5051.04,1095.04,163312.35,180,622,Divorced,2,Other,Rented,1
32,Female,Employed,Teacher,3786.41,365.03,166735.63,60,638,Married,2,PhD,Owned,0
55,Male,Employed,Sales,2242.32,487.44,161379.53,24,724,Divorced,4,Bachelor,Rented,0
55,Male,Retired,Other,3235.55,276.51,146729.63,36,565,Single,1,Bachelor,Rented,0
21,Male,Retired,Doctor,4606.27,1039.83,159696.01,84,690,Single,0,Master,Owned,0
60,Male,Unemployed,Doctor,1533.77,14.08,135841.56,84,682,Married,2,High School,Rented,0
42,Male,Unemployed,Manager,763.23,64.87,135617.5,180,596,Married,1,Bachelor,Mortgaged,0
49,Female,Self-Employed,Manager,5875.97,878.99,135135.55,60,692,Married,4,High School,Mortgaged,1
28,Female,Employed,Farmer,6623.03,89.53,105238.34,60,619,Divorced,4,Bachelor,Owned,1
31,Male,Employed,Doctor,4503.63,251.35,75852.71,120,855,Single,1,Bachelor,Owned,1
61,Female,Self-Employed,Other,4371.28,1225.54,147388.08,60,776,Married,0,Diploma,Owned,1
57,Female,Self-Employed,Doctor,4435.69,1299.88,63235.97,240,685,Single,1,High School,Rented,1
34,Female,Employed,Engineer,4869.87,1080.75,110865.92,84,645,Single,1,Master,Rented,1
50,Female,Student,Doctor,2701.37,204.39,89504.35,120,720,Married,3,High School,Mortgaged,1
55,Female,Employed,Clerk,4771.79,372.94,58941.34,180,741,Married,4,Other,Mortgaged,1
41,Male,Employed,Farmer,4249.58,823.3,195064.53,60,700,Single,0,Diploma,Owned,1
57,Male,Self-Employed,Sales,500.0,17.64,55456.57,48,598,Single,3,Bachelor,Rented,1
25,Female,Employed,Manager,3802.54,1081.8,65312.15,180,663,Married,1,Bachelor,Owned,1
39,Male,Employed,Engineer,3026.87,204.14,36509.56,240,686,Married,4,High School,Owned,1
34,Female,Employed,Manager,4939.41,1481.28,165481.22,12,703,Single,3,Bachelor,Owned,0
46,Female,Unemployed,Farmer,500.0,74.36,119384.93,36,705,Single,3,Bachelor,Owned,0
24,Male,Employed,Teacher,5913.03,1368.45,124542.66,48,738,Single,0,Master,Rented,1
45,Male,Self-Employed,Engineer,5662.66,3.71,165009.48,120,787,Widowed,1,Master,Rented,1
65,Male,Self-Employed,Accountant,3953.26,1054.03,71869.33,84,761,Divorced,0,High School,Owned,1
62,Female,Employed,Engineer,3523.97,285.44,42758.52,12,727,Married,3,Diploma,Parental,0
45,Male,Retired,Farmer,3429.6,687.23,43689.05,48,579,Widowed,3,Bachelor,Rented,1
38,Male,Employed,Sales,7840.21,1896.6,147860.87,84,774,Married,0,High School,Owned,1
60,Male,Retired,Engineer,5373.72,264.63,124752.46,36,745,Single,3,Bachelor,Owned,0
28,Male,Employed,Farmer,2890.88,383.77,45236.08,24,659,Single,2,Other,Rented,0
59,Male,Retired,Other,835.23,123.74,33287.75,24,682,Divorced,4,Bachelor,Parental,0
60,Male,Employed,Doctor,2450.7,229.47,28534.02,48,685,Married,1,Master,Rented,1
34,Female,Employed,Other,3294.53,476.15,127420.74,12,644,Married,4,Bachelor,Parental,0
52,Male,Employed,Farmer,5377.39,512.27,5023.14,24,540,Divorced,1,Master,Rented,1
58,Male,Employed,Clerk,4164.96,450.75,8572.27,24,590,Married,3,Diploma,Rented,1
53,Male,Self-Employed,Teacher,2741.99,550.59,80962.86,48,607,Single,0,Master,Rented,1
43,Male,Employed,Doctor,6558.66,1244.69,139813.22,48,522,Single,0,Master,Rented,0
35,Other,Self-Employed,Clerk,4795.14,334.12,140532.68,12,590,Single,3,Diploma,Rented,0
53,Female,Employed,Sales,2442.95,657.75,88873.06,120,771,Single,1,Bachelor,Mortgaged,1
45,Male,Employed,Manager,6472.59,1675.34,139759.35,120,718,Married,3,Other,Owned,1
37,Female,Unemployed,Accountant,1259.05,192.29,106613.76,12,602,Single,1,Master,Rented,0
53,Male,Employed,Doctor,5792.39,752.87,195501.63,180,624,Single,3,Bachelor,Rented,1
67,Male,Self-Employed,Other,3144.29,355.48,36679.74,120,778,Married,3,Bachelor,Rented,1
22,Female,Self-Employed,Teacher,3719.04,789.11,122130.12,120,776,Single,3,Bachelor,Owned,1
34,Female,Unemployed,Clerk,500.0,100.75,100791.56,84,685,Married,0,Bachelor,Rented,0
60,Other,Employed,Farmer,6300.48,370.81,42920.94,48,773,Married,1,Bachelor,Rented,1
60,Male,Self-Employed,Doctor,2501.61,503.92,151248.13,180,618,Married,3,Bachelor,Rented,1
59,Female,Retired,Manager,1694.06,128.29,58724.06,24,698,Divorced,4,Bachelor,Mortgaged,0
26,Male,Self-Employed,Farmer,2673.79,14.89,79433.41,120,562,Single,4,Master,Mortgaged,1
26,Male,Employed,Clerk,7700.6,1615.3,78091.96,36,650,Single,0,Master,Rented,1
23,Female,Self-Employed,Teacher,2996.94,579.72,52619.87,36,682,Divorced,2,Diploma,Parental,1
27,Male,Self-Employed,Engineer,5413.39,667.16,88987.54,120,545,Married,0,Master,Mortgaged,1
28,Female,Self-Employed,Manager,3964.01,625.15,97302.45,36,727,Married,2,Bachelor,Owned,1
62,Female,Employed,Farmer,3756.34,1067.37,150123.23,60,740,Single,0,Bachelor,Owned,1
35,Male,Employed,Manager,3484.4,622.17,154188.37,180,760,Married,4,PhD,Rented,1
67,Male,Unemployed,Sales,500.0,98.68,35918.41,48,866,Divorced,3,Bachelor,Rented,1
49,Female,Employed,Farmer,4888.31,93.73,120590.6,120,713,Married,1,Diploma,Mortgaged,1
53,Male,Self-Employed,Doctor,4902.61,244.14,179758.57,120,674,Single,3,Diploma,Mortgaged,1
50,Female,Employed,Engineer,4293.51,387.64,26213.39,24,551,Divorced,4,Bachelor,Mortgaged,1
59,Female,Employed,Engineer,4237.38,685.67,97218.24,180,711,Married,1,Master,Owned,1
47,Male,Employed,Accountant,3678.27,856.95,151318.86,240,724,Married,2,Other,Rented,1
56,Female,Employed,Manager,3208.94,309.25,124240.81,84,571,Single,2,Master,Owned,0
49,Other,Retired,Other,1083.46,115.84,24614.2,60,660,Married,4,Master,Owned,0
58,Male,Student,Engineer,2482.04,190.73,82338.19,12,680,Single,1,Master,Rented,0
53,Female,Self-Employed,Engineer,3206.74,244.94,103911.7,12,722,Single,3,Master,Owned,1
57,Male,Employed,Sales,4339.59,1235.3,199189.89,240,748,Married,4,High School,Rented,1
47,Female,Self-Employed,Sales,3000.08,571.93,39828.54,48,637,Single,2,PhD,Rented,1
